Ref #,Activity,Project Title,Country,Delivery Partner,Region,SIDS,LDCs,NAP,Status,Approved Date,Financing
LAC-RS-015,,Enhancing climate finance and investments in Latin America,"Guatemala, Uruguay, Paraguay, Argentina, Cuba, Dominican Republic (the)",ALIDE_PER,LAC,FALSE,FALSE,FALSE,Closed,"Dec 30, 2020",1200000
LAC-RS-016,,Increasing resilience through Nature based Solutions in Latin American cities Nature4Cities Latam,"Panama, Honduras, Cuba, Uruguay, Ecuador, Dominican Republic (the), Guatemala",UNEP,LAC,FALSE,FALSE,FALSE,Disbursed,"Jan 12, 2021",2028367.03
LAC-RS-017,,Strategic Actions for advancing climate action in CARICOM Member States,"Jamaica, Bahamas, Barbados, Grenada, Saint Lucia, Trinidad and Tobago",CCCCC,LAC,TRUE,FALSE,FALSE,Disbursed,"Dec 30, 2021",1400000
LAC-RS-018,,Advancing a Regional Approach to the Green Hydrogen Economy in Latin America and the Caribbean,"Honduras, Bolivia (Plurinational State of), Chile, El Salvador, Trinidad and Tobago, Uruguay, Jamaica",UNEP,LAC,FALSE,FALSE,FALSE,Disbursed,"Jan 30, 2023",2049971
LAC-RS-019,,Capacity Building in Carbon Markets and Article 6 in Latin America,"Argentina, Costa Rica, Dominican Republic (the), El Salvador, Guatemala, Honduras, Nicaragua, Panama",UNEP,LAC,FALSE,FALSE,FALSE,Disbursed,"Feb 3, 2023",2249616
LAC-RS-020,,Regional Climate Resilient Urban Development Initiative,"Suriname, Trinidad and Tobago, Saint Lucia, Dominica",CCCCC,LAC,TRUE,FALSE,FALSE,Disbursed,"Feb 7, 2023",1961539
LAC-RS-021,,Strengthening Carbon Capture Storage and Reporting Frameworks and Mechanisms,"Suriname, Trinidad and Tobago",CCCCC,LAC,TRUE,FALSE,FALSE,Disbursed,"Mar 18, 2024",2000000
LAO-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Green Climate Fund Readiness Preparatory Support for Laos PDR,Lao People's Democratic Republic (the),UNDP,AP,FALSE,TRUE,FALSE,Closed,"Jun 30, 2017",300000
LAO-RS-002,Strategic Framework (SF),Readiness support to enhance green finance in the areas of green cities in Lao PDR,Lao People's Democratic Republic (the),GGGI,AP,FALSE,TRUE,FALSE,Closed,"Feb 9, 2018",476485
LAO-RS-003,Support for direct access entities (ES),Support for the accreditation of the Lao PDR Environment Protection Fund to the GCF,Lao People's Democratic Republic (the),GIZ,AP,FALSE,TRUE,FALSE,Closed,"Apr 1, 2018",484158.75
LAO-RS-004,Strategic Framework (SF),Incentive mechanisms for private sector engagement under REDD+ in the Lao People's Democratic Republic,Lao People's Democratic Republic (the),FAO,AP,FALSE,TRUE,FALSE,Closed,"Mar 28, 2018",348975
LAO-RS-005,Strategic Framework (SF),Development of Action Plan for Designing and Implementing Standards and Labelling Programme in Lao PDR,Lao People's Democratic Republic (the),UNEP,AP,FALSE,TRUE,FALSE,Closed,"Aug 7, 2019",344556
LAO-RS-006,Strategic Framework (SF),Urban climate change resilience in cities along the Greater Mekong Sub-region East-West Economic Corridor (EWEC) in Lao PDR,Lao People's Democratic Republic (the),UN-Habitat,AP,FALSE,TRUE,FALSE,Closed,"Oct 31, 2019",349992
LAO-RS-007,"NDA Strengthening, including country programming (SP, NDA, CP)",Enhancing NDA Capacity and Access to the GCF in Lao PDR,Lao People's Democratic Republic (the),GGGI,AP,FALSE,TRUE,FALSE,Closed,"Dec 24, 2019",239368
LAO-RS-008,,Market Preparation for Industrial Energy Efficiency in Lao PDR,Lao People's Democratic Republic (the),GGGI,AP,FALSE,TRUE,FALSE,Disbursed,"Oct 30, 2020",299457
LAO-RS-009,"NDA Strengthening, including country programming (SP, NDA, CP)",Completion of the accreditation of the Environmental Protection Fund as DAE for Lao PDR,Lao People's Democratic Republic (the),EPF,AP,FALSE,TRUE,FALSE,Disbursed,"Jan 21, 2021",399805
LAO-RS-010,,Enhancing Lao PDR National Capacity and Coordination in Health and Climate Change,Lao People's Democratic Republic (the),WHO,AP,FALSE,TRUE,FALSE,Disbursed,"Dec 11, 2021",300762
LAO-RS-011,,"Resilient COVID-19 recovery and transformational pipeline to boost climate actions in agriculture, land and water sectors in Lao PDR",Lao People's Democratic Republic (the),FAO,AP,FALSE,TRUE,FALSE,Disbursed,"Dec 30, 2021",550000
LAO-RS-012,Adaptation Planning,Advancing Lao PDRs National Adaptation Plan NAP through Climate Change Vulnerability Assessments for Disaster Risk Management,Lao People's Democratic Republic (the),UN-Habitat,AP,FALSE,TRUE,TRUE,Legal Agreement Effective,"Jun 24, 2022",1998870
LAO-RS-013,,Groundwork for e-mobility investments in Lao PDR,Lao People's Democratic Republic (the),GGGI,AP,FALSE,TRUE,FALSE,Disbursed,"Sep 23, 2022",300000
LAO-RS-014,Adaptation Planning,Support for Mainstreaming Climate Change Adaptation into Sectoral Planning in Lao PDR,Lao People's Democratic Republic (the),GGGI,AP,FALSE,TRUE,TRUE,Disbursed,"Nov 22, 2022",1000000
LAO-RS-015,,Stage 1 Accreditation support of Direct Access Entities for on-lending and/or blending fiduciary functions,Lao People's Democratic Republic (the),GGGI,AP,FALSE,TRUE,FALSE,Disbursed,"Mar 1, 2023",250000
LBN-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","Programme title:	Strengthening and enhancing Lebanon’s institutional arrangements and capacity to enable and optimize access to the Green Climate Fund",Lebanon,SC_CHE,AP,FALSE,FALSE,FALSE,Disbursed,"Oct 15, 2019",828159
LBN-RS-002,,"Development of Energy Efficiency Standards and Labelling program for electric motors, transformers, washing machines and TVs in Lebanon",Lebanon,UNEP,AP,FALSE,FALSE,FALSE,Disbursed,"Nov 13, 2020",584048
LBN-RS-003,Adaptation Planning,Increased climate resilience planning for municipal water resources in Lebanon,Lebanon,UNDP,AP,FALSE,FALSE,TRUE,Disbursed,"Mar 31, 2023",2101602
LBR-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Liberia,UNDP,AF,FALSE,TRUE,FALSE,Closed,"Dec 7, 2015",300000
LBR-RS-002,Adaptation Planning,Adaptation Planning,Liberia,UNDP,AF,FALSE,TRUE,TRUE,Closed,"Nov 14, 2016",2263466.7
LBR-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening NDA Capaciy to develop programmes and projects of scale in LIberia,Liberia,Liberia,AF,FALSE,TRUE,FALSE,Closed,"Dec 30, 2019",727553
LBR-RS-004,,Resilient Recovery Rapid Readiness Support in Liberia,Liberia,Liberia,AF,FALSE,TRUE,FALSE,Closed,"Sep 2, 2021",238633
LBR-RS-005,,Develop a renewable energy investment framework and conceptualization of a funding proposal to increase the share of renewable energy based electricity generation to achieve Liberias NDC commitments,Liberia,UNEP,AF,FALSE,TRUE,FALSE,Disbursed,"Sep 2, 2022",602387
LBY-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Preparation of Libya to climate finance through GCF country programming and the establishment of the GCF designated national authority,Libya,OSS,AF,FALSE,FALSE,FALSE,Closed,"Jan 27, 2018",300000
LBY-RS-002,,Green Climate Fund Readiness and Preparatory Support Program Phase 2: Further strengthening Libyas Capacity and Commitment with the GCFGreen Climate Fund Readiness and Preparatory Support Program Phase 2: Further strengthening Libyas Capacity and Commitme,Libya,OSS,AF,FALSE,FALSE,FALSE,Disbursed,"Dec 3, 2021",765000
LBY-RS-003,Strategic Framework (SF),"Strengthening Governance and Institutional Framework for Integrated Climate-change, Water, Energy and Food Security Strategies in Libya",Libya,FAO,AF,FALSE,FALSE,FALSE,Legal Agreement Effective,"Nov 21, 2024",999790
LCA-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",GCF Readiness and Preparatory Support in Saint Lucia,Saint Lucia,CCCCC,LAC,TRUE,FALSE,FALSE,Closed,"Mar 14, 2018",375100
LCA-RS-002,,"Enhancing Saint Lucia’s capacity, institutions and strategic frameworks to access climate finance for low-emission climate resilient pathways",Saint Lucia,CCCCC,LAC,TRUE,FALSE,FALSE,Closed,"Dec 3, 2020",662065
LCA-RS-003,,Mobilizing international climate finance and private investments for low-carbon development in Saint Lucia,Saint Lucia,GGGI,LAC,TRUE,FALSE,FALSE,Disbursed,"Oct 22, 2021",762359
LCA-RS-004,Adaptation Planning,Improving the Capacity of the Fisheries Sector in St Lucia to build/enhance resilience to Climate Change,Saint Lucia,FAO,LAC,TRUE,FALSE,TRUE,Disbursed,"Nov 3, 2021",680499
LCA-RS-005,Adaptation Planning,"Enhancing Saint Lucias National Adaptation Plan Process through the Elaboration of Sector Strategies and Action Plans, a Strengthened Evidence Base, and Improved Private Sector Engagement",Saint Lucia,IISD_CAN,LAC,TRUE,FALSE,TRUE,Disbursed,"Feb 9, 2023",1742759
LCA-RS-006,,"Mainstreaming Climate Resilience into Water Sector Planning, Development and Operations in Saint Lucia",Saint Lucia,CDB,LAC,TRUE,FALSE,FALSE,Disbursed,"Feb 16, 2023",850000
LCA-RS-007,,Catalyzing Low-carbon Investment and Mobilizing Finance for Saint Lucia CLIMB-SLU,Saint Lucia,GGGI,LAC,TRUE,FALSE,FALSE,Disbursed,"Feb 29, 2024",492759
LCA-RS-008,Adaptation Planning,Strengthening participatory and evidence-based adaptation planning and small-scale private sector engagement in Saint Lucias forestry sector AdaptFOR-StLucia,Saint Lucia,FAO,LAC,TRUE,FALSE,TRUE,Legal Agreement Effective,"Dec 6, 2024",576683
LKA-RS-001,Strategic Framework (SF),Readiness for Ecosystem Based Adaptation to Climate Variability in Upper Watersheds in Support to National Designated Authority (NDA) of Sri Lanka,Sri Lanka,ICRAF,AP,FALSE,FALSE,FALSE,Closed,"Jun 14, 2019",919649
LKA-RS-002,Adaptation Planning,Strengthen the Process and Capacity of Implementation of National Adaptation Plan of Sri Lanka,Sri Lanka,GGGI,AP,FALSE,FALSE,TRUE,Disbursed,"Jul 31, 2020",2975000
LKA-RS-003,,"Strategic Frameworks, Country Programming, and Pipeline Development in Sri Lankas Lower Watersheds  Coastal Regions",Sri Lanka,GWPO,AP,FALSE,FALSE,FALSE,Disbursed,"Nov 22, 2021",813548
LKA-RS-004,,Capacity enhancement of the National Designated Authority and other relevant stakeholders in Sri Lanka to re-evaluate technical needs for climate change adaptation and mitigation and assess climate finance priorities for agriculture by developing innovati,Sri Lanka,FAO,AP,FALSE,FALSE,FALSE,Disbursed,"Dec 21, 2022",781219
LKA-RS-005,Strategic Framework (SF),"Enhancing the climate resilience of the Water, Sanitation and Hygiene sector in Sri Lanka",Sri Lanka,UNICEF,AP,FALSE,FALSE,FALSE,In Legal Processing,"Dec 5, 2023",999983
LSO-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Lesotho,DBSA,AF,FALSE,TRUE,FALSE,Disbursed,"Mar 6, 2018",300000
LSO-RS-002,Strategic Framework (SF),National framework for leapfrogging to Energy Efficient Appliances and Equipment in Lesotho (Refrigerators and Distribution Transformers) through regulatory and financing mechanism,Lesotho,UNEP,AF,FALSE,TRUE,FALSE,Closed,"Dec 31, 2019",299045
LSO-RS-003,Adaptation Planning,Strengthening Lesotho’s capacity to advance the National Adaptation Planning process.,Lesotho,UNEP,AF,FALSE,TRUE,TRUE,Disbursed,"Jun 24, 2020",2703368
LSO-RS-004,,Resilient Recovery Rapid Readiness Support in Lesotho,Lesotho,FAO,AF,FALSE,TRUE,FALSE,Disbursed,"May 21, 2021",300000
LSO-RS-005,,"Enhancing Lesothos private sector readiness to promote cleantech innovation, entrepreneurship and investments for a clean energy transition",Lesotho,UNIDO,AF,FALSE,TRUE,FALSE,Disbursed,"Dec 31, 2021",700000
MAR-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Morocco,BEYACapital_MAR,AF,FALSE,FALSE,FALSE,Disbursed,"Oct 28, 2016",300000
MAR-RS-002,Support for direct access entities (ES),"Strengthening ADA’s project development and implementation capacities, as well as initiating the process for upgrading ADA’s accreditation category",Morocco,ADA_Morocco,AF,FALSE,FALSE,FALSE,Disbursed,"Jul 12, 2017",300000
MAR-RS-003,Strategic Framework (SF),Enhancing Access to Climate Finance in Morocco’s Regions,Morocco,GGGI,AF,FALSE,FALSE,FALSE,Disbursed,"Dec 30, 2019",400242
MAR-RS-004,Support for direct access entities (ES),Accelerate Morocco's readiness to implement the climate change policy at a large-scale level,Morocco,GIZ,AF,FALSE,FALSE,FALSE,Disbursed,"Apr 29, 2020",497008.05
MAR-RS-005,Adaptation Planning,Supporting the foundations for sustainable adaptation planning and financing in Morocco,Morocco,UNDP,AF,FALSE,FALSE,TRUE,Disbursed,"Mar 17, 2021",2527221
MAR-RS-006,,Resilient Recovery Rapid Readiness Support in the Kingdom of Morocco,Morocco,GGGI,AF,FALSE,FALSE,FALSE,Disbursed,"Jul 15, 2021",280509
MAR-RS-007,,Capacity strengthening of UCLG-Africa applying for Direct Access to implement NDCs at territorial level in Morocco,Morocco,UCLG Africa,AF,FALSE,FALSE,FALSE,Disbursed,"Dec 31, 2021",251350
MAR-RS-008,,Support Credit Agricole du Maroc CAM for its accreditation through capacity building and project portfolio preparation,Morocco,CAM,AF,FALSE,FALSE,FALSE,Disbursed,"Feb 24, 2022",115059
MAR-RS-009,Strategic Framework (SF),Enhancing enabling environment to support the decarbonisation of Moroccan steel production through the application of green hydrogen,Morocco,UNIDO,AF,FALSE,FALSE,FALSE,Disbursed,"Mar 13, 2024",499052
MDA-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","Support to Republic of Moldova in establishment and strengthening the NDA, development of strategic framework, and preparation of country programme.",Moldova,Moldova,EE,FALSE,FALSE,FALSE,Closed,"Feb 17, 2017",300000
MDA-RS-002,Adaptation Planning,Mainstreaming adaptation into planning processes to reduce vulnerability to climate change at local and central levels in Moldova’s Agriculture Sector (Ag. SAP),Moldova,FAO,EE,FALSE,FALSE,TRUE,Disbursed,"Jan 20, 2020",685000
MDA-RS-003,Adaptation Planning,NAP-2: Advancing Moldova’s National Climate Change Adaptation Planning Process,Moldova,UNDP,EE,FALSE,FALSE,TRUE,Disbursed,"Mar 16, 2020",2289784.81
MDG-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Madagascar,UNEP,AF,FALSE,TRUE,FALSE,Disbursed,"Jul 19, 2018",300000
MDG-RS-002,Adaptation Planning,Adaptation Planning,Madagascar,UNDP,AF,FALSE,TRUE,TRUE,Closed,"Oct 17, 2019",1463624
MDV-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","Establishing and Strengthening National Designated Authority (NDA), and Developing Strategic Framework for Engagement with the GCF in the Maldives",Maldives,UNEP,AP,TRUE,FALSE,FALSE,Closed,"Jun 13, 2017",300000
MDV-RS-002,,Readiness and preparatory support to operationalize the Climate Smart Resilient Island Initiative across Small Island Developing States,Maldives,GIZ,AP,TRUE,FALSE,FALSE,Disbursed,"Jan 1, 2022",663789
MDV-RS-003,Adaptation Planning,Advancing the National Adaptation Plan of the Maldives,Maldives,UNEP,AP,TRUE,FALSE,TRUE,Disbursed,"Sep 23, 2022",2845709
MDV-RS-004,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening Country Coordination and Enhancing Access to Climate Finance in the Maldives with the Islamic Development Bank,Maldives,IsDB,AP,TRUE,FALSE,FALSE,In Legal Processing,"Feb 13, 2024",2269176
MEX-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Readiness Support for Country Programming and Direct Access in Mexico,Mexico,GGGI,LAC,FALSE,FALSE,FALSE,Closed,"Jul 24, 2019",798975
MEX-RS-002,,"Support for Enhanced Accreditation of National Entities, and High-Quality Concept Notes through a Climate Finance Acceleration Facility",Mexico,GGGI,LAC,FALSE,FALSE,FALSE,Disbursed,"Dec 31, 2021",618509.66
MEX-RS-003,,"Enhancing Subnational Climate Finance via Direct Access Entities, Innovative Financial Mechanisms and High-Quality Concept Notes in Mexico",Mexico,GGGI,LAC,FALSE,FALSE,FALSE,Disbursed,"Jan 11, 2023",164233.57
MHL-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Republic of Marshall Islands NDA Strengthening and GCF engagement Readiness Project.,Marshall Islands,SPREP,AP,TRUE,FALSE,FALSE,Closed,"Dec 11, 2017",563813
MHL-RS-002,,Enhancing the resilience of health systems to climate change and emerging pandemics in the Republic of Marshall Islands,Marshall Islands,WHO,AP,TRUE,FALSE,FALSE,Disbursed,"Dec 30, 2021",399802
MHL-RS-003,,Republic of the Marshall Islands GCF Readiness 2  Strengthening of the NDA and Direct Access Entities,Marshall Islands,SPREP,AP,TRUE,FALSE,FALSE,Disbursed,"Jan 1, 2022",522500
MKD-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Support for the management of an effective national coordinative mechanism regarding the Green Climate Fund,North Macedonia,FAO,EE,FALSE,FALSE,FALSE,Closed,"Dec 20, 2017",300000
MKD-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening country capacities for climate change adaptation and mitigation in the AFOLU sector and finalization of country work programme for the Republic of Macedonia,North Macedonia,FAO,EE,FALSE,FALSE,FALSE,Closed,"Dec 18, 2019",663245
MKD-RS-003,,Building capacity towards sustainable and climate-resilient human capital development in North Macedonia,North Macedonia,GIZ,EE,FALSE,FALSE,FALSE,Legal Agreement Effective,"Feb 28, 2022",919715
MKD-RS-004,Strategic Framework (SF),Strengthening capacities and developing strategic frameworks for building low carbon and climate resilient society in the Republic of North Macedonia,North Macedonia,FAO,EE,FALSE,FALSE,FALSE,Disbursed,"Sep 13, 2023",633221
MKD-RS-005,Adaptation Planning,Improving resilience in North Macedonia by integrating adaptation into planning processes,North Macedonia,UNDP,EE,FALSE,FALSE,TRUE,In Legal Processing,"Oct 10, 2024",1946505
MLI-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",Country Programming,Mali,SahelEco_MLI,AF,FALSE,TRUE,FALSE,Closed,"May 1, 2015",41165
MLI-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Mali,SahelEco_MLI,AF,FALSE,TRUE,FALSE,Closed,"Jul 3, 2015",252000
MLI-RS-003,Support for direct access entities (ES),Preparing Mali-Folkecenter Nyetaa’s (MFC) application for direct access accreditation to the GCF.,Mali,"Agence pour l'Environnement et le Développement Durable (AEDD), Mali",AF,FALSE,TRUE,FALSE,Disbursed,"Dec 17, 2018",183000
MLI-RS-004,"NDA Strengthening, including country programming (SP, NDA, CP)",Accelerating Mali’s readiness to access climate finance,Mali,"Agence pour l'Environnement et le Développement Durable (AEDD), Mali",AF,FALSE,TRUE,FALSE,Disbursed,"May 29, 2019",594749
MLI-RS-005,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening the integration of climate risks in development planning for implementation of low-carbon & climate-resilient priorities in Mali,Mali,"Agence pour l'Environnement et le Développement Durable (AEDD), Mali",AF,FALSE,TRUE,FALSE,Disbursed,"Dec 29, 2019",209912
MLI-RS-006,,Readiness Support for Mobilizing Malis Private Sector Access to Climate Finance,Mali,"Agence pour l'Environnement et le Développement Durable (AEDD), Mali",AF,FALSE,TRUE,FALSE,Disbursed,"Jan 12, 2023",535059
MLI-RS-007,Strategic Framework (SF),Maximizing Malis natural hydrogen potential to accelerate its Nationally Determined Contributions NDC implementation,Mali,"Agence pour l'Environnement et le Développement Durable (AEDD), Mali",AF,FALSE,TRUE,FALSE,In Legal Processing,"Mar 26, 2024",424400
MLY-RS-001,Strategic Framework (SF),"Energy sector programme prioritisation, direct access entity support and green cities fund development",Malaysia,CTA_GBR,AP,FALSE,FALSE,FALSE,Closed,"Oct 6, 2017",300000
MLY-RS-002,Strategic Framework (SF),Accessing REDD+ result-based payments in Malaysia,Malaysia,UNEP,AP,FALSE,FALSE,FALSE,Closed,"Nov 5, 2018",798327
MLY-RS-003,,Resilient Recovery Rapid Readiness Support in Malaysia,Malaysia,MGTC_MYS,AP,FALSE,FALSE,FALSE,Cancelled,"Sep 2, 2021",300000
MLY-RS-004,Adaptation Planning,Strengthening Capacities to Increase Resilience with the formulation of an Inclusive National Adaptation Plan MyNAP for Malaysia,Malaysia,GIZ,AP,FALSE,FALSE,TRUE,In Legal Processing,"Aug 22, 2024",3000000
MMR-RS-001,Strategic Framework (SF),CTCN - Strengthened drought and flood management through improved science-based information  availability and management in Myanmar,Myanmar,UNEP,AP,FALSE,TRUE,FALSE,Closed,"Jul 20, 2017",338680
MMR-RS-002,"NDA Strengthening, including country programming (SP, NDA, CP)","Establishing and Strengthening National Designated Authority (NDA), and Developing Strategic Framework for Engagement with the GCF in Myanmar",Myanmar,UNEP,AP,FALSE,TRUE,FALSE,Closed,"Nov 8, 2017",300000
MMR-RS-003,Strategic Framework (SF),Readiness Support for Developing Myanmar’s Green Cities Investment Plans,Myanmar,GGGI,AP,FALSE,TRUE,FALSE,Disbursed,"Dec 28, 2018",850220
MMR-RS-004,"NDA Strengthening, including country programming (SP, NDA, CP)",Developing Decision Support System and capacities for ecosystem-based climate investment and monitoring,Myanmar,FAO,AP,FALSE,TRUE,FALSE,Closed,"Dec 18, 2019",399226
MMR-RS-005,Adaptation Planning,Enhance Capacity of Myanmar to Advance the Process of Formulation and Implementation of National Adaptation Plan,Myanmar,UNEP,AP,FALSE,TRUE,TRUE,Cancelled,"Feb 15, 2020",2954429
MMR-RS-006,"NDA Strengthening, including country programming (SP, NDA, CP)",Developing Natural Resources management strategy in tackling climate change and preparing for development challenges,Myanmar,TNC,AP,FALSE,TRUE,FALSE,In Legal Processing,"Nov 27, 2020",427375
MMR-RS-007,,Support for National Low Emission and Climate Resilient Development in Myanmar,Myanmar,GGGI,AP,FALSE,TRUE,FALSE,Disbursed,"Dec 31, 2020",438512
MNE-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Montenegro,UNEP,EE,FALSE,FALSE,FALSE,Closed,"Sep 21, 2016",300000
MNE-RS-002,Adaptation Planning,Enhancing Montenegro’s capacity to integrate climate change risks into planning.,Montenegro,UNDP,EE,FALSE,FALSE,TRUE,Disbursed,"Oct 23, 2020",1868296
MNE-RS-003,Strategic Framework (SF),Improving capacities of the National Focal Point in Montenegro for the engagement with the GCF and strengthening of the countrys strategic project pipeline to support implementation of the updated Nationally Determined Contribution NDC 2,Montenegro,EcoFund_MNE,EE,FALSE,FALSE,FALSE,Disbursed,"Nov 22, 2022",299514
MNE-RS-004,"NDA Strengthening, including country programming (SP, NDA, CP)",Building technical and institutional capacity in the water sector in Montenegro to facilitate inclusive climate resilience initiatives,Montenegro,GWPO,EE,FALSE,FALSE,FALSE,Disbursed,"Mar 18, 2024",797112
MNG-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","Establishing and strengthening National Designated Authority (NDA) and Focal Point (NFP), and Strategic frameworks for engagement with the Fund, including the preparation of country programmes",Mongolia,XacBank,AP,FALSE,FALSE,FALSE,Closed,"Oct 22, 2015",300000
MNG-RS-002,Strategic Framework (SF),Readiness Support for Enhancing Access to Green Finance in Mongolia,Mongolia,GGGI,AP,FALSE,FALSE,FALSE,Closed,"Jun 5, 2017",350000
MNG-RS-003,Strategic Framework (SF),Scaling-up of Implementation of Low-Carbon District Heating Systems in Mongolia,Mongolia,UNEP,AP,FALSE,FALSE,FALSE,Closed,"Jan 29, 2018",368000
MNG-RS-004,Adaptation Planning,Adaptation Planning,Mongolia,UNEP,AP,FALSE,FALSE,TRUE,Disbursed,"May 22, 2018",2895461
MNG-RS-005,Strategic Framework (SF),Readiness Support to Strengthen Sustainable Finance Practices in Mongolia and Encourage Regional Knowledge Sharing,Mongolia,TDBM,AP,FALSE,FALSE,FALSE,Disbursed,"Oct 29, 2021",291772
MNG-RS-006,"NDA Strengthening, including country programming (SP, NDA, CP)",Mongolia: Strengthening the country coordination and engagement with the Fund and aligning the development of the country’s Nationally Determined Contribution and revision of Country Program with SDGs,Mongolia,XacBank,AP,FALSE,FALSE,FALSE,Closed,"Dec 18, 2019",300000
MNG-RS-007,Strategic Framework (SF),Energy Savings Insurance Model Development,Mongolia,XacBank,AP,FALSE,FALSE,FALSE,Closed,"Dec 24, 2019",296300
MNG-RS-008,,Strengthening Institutional and Technical Capacity to Support NDC Implementation and Mainstreaming Climate Change into Subnational Development Planning in Mongolia,Mongolia,GGGI,AP,FALSE,FALSE,FALSE,Disbursed,"Dec 31, 2021",998240
MNG-RS-009,,Supporting Green Regional Development in Mongolia,Mongolia,TDBM,AP,FALSE,FALSE,FALSE,Disbursed,"Jul 2, 2023",200860
MOZ-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)","Establishing and strengthening the National Designated Authority & Developing strategic frameworks for engagement with the GCF, including the preparation of country programmes",Mozambique,FNDS,AF,FALSE,TRUE,FALSE,Disbursed,"Nov 1, 2017",300000
MOZ-RS-002,Strategic Framework (SF),Implementing the NDCs to Promote Low-Carbon Growth in Mozambique,Mozambique,GGGI,AF,FALSE,TRUE,FALSE,Disbursed,"Dec 24, 2019",600545
MOZ-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",Strengthening institutional capacities and coordination mechanisms for accelerating and scaling up the mobilization of climate finance in Mozambique,Mozambique,Enabel,AF,FALSE,TRUE,FALSE,Disbursed,"Mar 30, 2023",999763
MRT-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Mauritania,Mauritania,AF,FALSE,TRUE,FALSE,Closed,"Mar 3, 2017",300000
MRT-RS-002,Adaptation Planning,Building capacity to advance National Adaptation Plan Process in Mauritania,Mauritania,UNEP,AF,FALSE,TRUE,TRUE,Disbursed,"Jul 9, 2018",2670374
MRT-RS-003,Strategic Framework (SF),"Strengthening the climate resilience of Mauritanias vulnerable WASH sector through enhanced capacity, collaboration and knowledge on climate change",Mauritania,UNICEF,AF,FALSE,TRUE,FALSE,In Legal Processing,"Oct 28, 2023",699840
MUL-RS-001,,"Strengthening the capacities of national and regional development banks, which are members of the International Development Finance Club (IDFC), to access GCF resources.","Peru, Morocco, South Africa, Panama, Brazil",AFD,LAC,FALSE,FALSE,FALSE,Closed,"Oct 30, 2020",700000
MUL-RS-002,,Strengthening the capacity of Direct Access Entities through the Community of Practice for Direct Access Entities CPDAE to access climate finance and implement adaptation and mitigation programs and projects,"Peru, Armenia, Senegal, Benin, Colombia, Micronesia (Federated States of), Mexico, Niger (the), Georgia, Togo, Argentina, Belize, Bhutan, Costa Rica, Panama",GIZ,LAC,FALSE,FALSE,FALSE,Disbursed,"Dec 30, 2021",1122729
MUL-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",Scaling-up public private co-investments for climate action in agrifood systems,"Mozambique, Equatorial Guinea, Cuba, Zambia, Mauritania, Chad",FAO,AF,FALSE,TRUE,FALSE,Disbursed,"Mar 28, 2024",2475000
MUS-RS-001,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening & Country Programming,Mauritius,MoFED_TUV,AF,TRUE,FALSE,FALSE,Cancelled,"Jun 14, 2016",300000
MUS-RS-002,Strategic Framework (SF),Climate Change Vulnerability and Adaptation Study for Port of Port Louis,Mauritius,UNEP,AF,TRUE,FALSE,FALSE,Closed,"Jan 22, 2018",324764
MUS-RS-003,"NDA Strengthening, including country programming (SP, NDA, CP)",NDA Strengthening + Country Programming,Mauritius,MoFED_TUV,AF,TRUE,FALSE,FALSE,Disbursed,"Feb 15, 2019",300000
MUS-RS-004,Adaptation Planning,Building climate-resilient health systems in Mauritius,Mauritius,WHO,AF,TRUE,FALSE,TRUE,Disbursed,"Aug 1, 2022",429127
MUS-RS-005,,Strengthening science-based and climate-informed decision-making processes in Mauritius climate-sensitive sectors for impactful and cost-effective climate change programming,Mauritius,OACPS,AF,TRUE,FALSE,FALSE,Disbursed,"Nov 4, 2022",590000
